timestamp,open,high,low,close,volume,trades
2026-03-08 06:56:00,67158.01,67177.41,67158.0,67170.85,3.5877,1011
2026-03-08 06:57:00,67170.85,67179.8,67170.85,67179.8,2.31792,501
2026-03-08 06:58:00,67179.8,67220.73,67179.8,67191.93,4.71609,2786
2026-03-08 06:59:00,67191.92,67196.64,67154.37,67161.52,25.89509,2639
2026-03-08 07:00:00,67161.52,67178.16,67154.91,67162.33,10.26006,1780
2026-03-08 07:01:00,67162.33,67165.82,67162.32,67165.82,2.65126,455
2026-03-08 07:02:00,67165.82,67185.16,67165.81,67175.45,2.30763,1376
2026-03-08 07:03:00,67175.45,67223.33,67175.44,67223.32,3.20318,1617
2026-03-08 07:04:00,67223.32,67272.72,67209.44,67267.47,47.40163,4343
2026-03-08 07:05:00,67267.47,67423.22,67267.47,67390.61,40.22375,8578
2026-03-08 07:06:00,67390.6,67390.6,67311.57,67339.38,12.95774,3371
2026-03-08 07:07:00,67339.37,67366.77,67331.96,67344.1,11.54238,2440
2026-03-08 07:08:00,67344.09,67354.17,67321.99,67338.2,9.84875,2033
2026-03-08 07:09:00,67338.19,67381.66,67336.11,67374.67,4.16262,1514
2026-03-08 07:10:00,67374.67,67400.0,67358.87,67400.0,6.68906,2775
2026-03-08 07:11:00,67399.99,67399.99,67360.17,67377.37,4.11649,1769
2026-03-08 07:12:00,67377.38,67380.21,67368.16,67380.21,4.09041,1110
2026-03-08 07:13:00,67380.21,67380.21,67347.86,67352.0,16.09826,1597
2026-03-08 07:14:00,67352.0,67400.0,67352.0,67384.2,6.48432,2277
2026-03-08 07:15:00,67384.2,67399.49,67360.55,67360.56,5.07729,1663
2026-03-08 07:16:00,67360.56,67360.96,67344.02,67350.86,2.80709,1698
2026-03-08 07:17:00,67350.86,67400.0,67350.86,67382.82,5.67359,2379
2026-03-08 07:18:00,67382.82,67382.82,67351.76,67366.08,5.66898,1607
2026-03-08 07:19:00,67366.08,67399.99,67366.08,67398.35,2.17298,1693
2026-03-08 07:20:00,67398.34,67465.11,67398.34,67405.97,15.29638,4645
2026-03-08 07:21:00,67405.98,67405.98,67358.56,67363.72,2.39461,1260
2026-03-08 07:22:00,67363.72,67369.35,67350.0,67350.01,4.71851,2157
2026-03-08 07:23:00,67350.0,67350.01,67331.49,67331.5,2.61343,926
2026-03-08 07:24:00,67331.5,67342.38,67311.57,67338.17,36.73159,3182
2026-03-08 07:25:00,67338.17,67338.17,67304.43,67307.98,5.59595,1756
2026-03-08 07:26:00,67307.98,67319.55,67307.98,67319.54,1.74652,750
2026-03-08 07:27:00,67319.54,67319.55,67288.8,67288.81,4.02405,1529
2026-03-08 07:28:00,67288.81,67296.35,67288.8,67296.35,1.35505,459
2026-03-08 07:29:00,67296.35,67410.01,67296.34,67368.15,220.51471,3381
2026-03-08 07:30:00,67368.14,67373.0,67368.14,67368.8,9.71666,961
2026-03-08 07:31:00,67368.8,67368.81,67357.04,67357.05,3.20068,600
2026-03-08 07:32:00,67357.04,67357.05,67344.3,67344.32,8.24895,1130
2026-03-08 07:33:00,67344.31,67362.74,67324.97,67342.09,16.36781,2400
2026-03-08 07:34:00,67342.09,67378.06,67264.0,67363.07,197.91358,5344
2026-03-08 07:35:00,67363.07,67363.08,67328.58,67328.59,3.13483,1143
2026-03-08 07:36:00,67328.59,67332.22,67328.58,67332.22,2.36548,568
2026-03-08 07:37:00,67332.21,67340.73,67332.21,67340.72,3.3464,914
2026-03-08 07:38:00,67340.73,67350.72,67326.23,67350.72,7.30106,1989
2026-03-08 07:39:00,67350.72,67353.13,67350.71,67353.12,3.69994,513
